mirna_accession,mirna_name,chr,start,end,strand
MIMAT0013771,hsa-miR-449c-3p,5,54468103,54468125,-
MIMAT0022478,hsa-miR-5687,5,54804687,54804708,-
MIMAT0018954,hsa-miR-548ae-3p,5,57825874,57825894,-
MIMAT0032115,hsa-miR-548ae-5p,5,57825912,57825931,-
MIMAT0003247,hsa-miR-582-5p,5,58999492,58999514,-
MIMAT0004797,hsa-miR-582-3p,5,58999456,58999477,-
MIMAT0019983,hsa-miR-4803,5,71465303,71465323,+
MIMAT0019984,hsa-miR-4804-5p,5,72174427,72174447,+
MIMAT0019985,hsa-miR-4804-3p,5,72174462,72174482,+
MIMAT0019362,hsa-miR-3977,5,82135976,82135998,+
MIMAT0016911,hsa-miR-4280,5,86410741,86410761,-
MIMAT0000441,hsa-miR-9-5p,5,87962720,87962742,-
MIMAT0000442,hsa-miR-9-3p,5,87962684,87962705,-
MIMAT0018081,hsa-miR-3660,5,89312458,89312478,-
MIMAT0017352,hsa-miR-2277-5p,5,92956454,92956477,-
MIMAT0011777,hsa-miR-2277-3p,5,92956416,92956436,-
MIMAT0003248,hsa-miR-583,5,95414857,95414877,+
MIMAT0005934,hsa-miR-548p,5,100152202,100152223,-
MIMAT0005895,hsa-miR-548f-3p,5,109849545,109849563,-
MIMAT0049024,hsa-miR-12130,5,115591494,115591512,+
MIMAT0005896,hsa-miR-1244,5,118310335,118310360,+
MIMAT0022500,hsa-miR-5706,5,118490341,118490362,+
MIMAT0019689,hsa-miR-4633-5p,5,128433395,128433414,+
MIMAT0019690,hsa-miR-4633-3p,5,128433430,128433451,+
MIMAT0018982,hsa-miR-4460,5,128732808,128732829,-
MIMAT0027560,hsa-miR-6830-5p,5,131553585,131553606,-
MIMAT0027561,hsa-miR-6830-3p,5,131553542,131553564,-
MIMAT0018351,hsa-miR-3936,5,131701205,131701226,-
MIMAT0005879,hsa-miR-1289,5,132763307,132763329,-
MIMAT0018082,hsa-miR-3661,5,133561468,133561489,+
MIMAT0022476,hsa-miR-5692c,5,135138685,135138706,-
MIMAT0004911,hsa-miR-874-3p,5,136983271,136983292,-
MIMAT0026718,hsa-miR-874-5p,5,136983307,136983329,-
MIMAT0027562,hsa-miR-6831-5p,5,139943312,139943335,-
MIMAT0027563,hsa-miR-6831-3p,5,139943256,139943276,-
MIMAT0018075,hsa-miR-3655,5,140027429,140027449,+
MIMAT0021130,hsa-miR-5197-5p,5,143059451,143059473,+
MIMAT0021131,hsa-miR-5197-3p,5,143059488,143059510,+
MIMAT0003249,hsa-miR-584-5p,5,148441936,148441957,-
MIMAT0022708,hsa-miR-584-3p,5,148441897,148441918,-
MIMAT0004599,hsa-miR-143-5p,5,148808507,148808528,+
MIMAT0000435,hsa-miR-143-3p,5,148808541,148808561,+
MIMAT0000437,hsa-miR-145-5p,5,148810224,148810246,+
MIMAT0004601,hsa-miR-145-3p,5,148810262,148810283,+
MIMAT0000731,hsa-miR-378a-5p,5,149112392,149112413,+
MIMAT0000732,hsa-miR-378a-3p,5,149112430,149112451,+
MIMAT0025450,hsa-miR-6499-5p,5,150901684,150901705,-
MIMAT0025451,hsa-miR-6499-3p,5,150901649,150901670,-
MIMAT0005884,hsa-miR-1294,5,153726713,153726734,+
MIMAT0015010,hsa-miR-3141,5,153975605,153975623,-
MIMAT0005891,hsa-miR-1303,5,154065387,154065408,+
MIMAT0018984,hsa-miR-378h,5,154209026,154209046,+
MIMAT0015011,hsa-miR-3142,5,159901457,159901478,+
MIMAT0000449,hsa-miR-146a-5p,5,159912379,159912400,+
MIMAT0004608,hsa-miR-146a-3p,5,159912415,159912436,+
MIMAT0049019,hsa-miR-12125,5,167592900,167592921,+
MIMAT0000101,hsa-miR-103a-3p,5,167987909,167987931,-
MIMAT0037306,hsa-miR-103a-1-5p,5,167987946,167987968,-
MIMAT0007402,hsa-miR-103b,5,167987909,167987931,+
MIMAT0000275,hsa-miR-218-5p,5,168195216,168195236,-
MIMAT0004566,hsa-miR-218-2-3p,5,168195173,168195194,-
MIMAT0003250,hsa-miR-585-3p,5,168690620,168690638,-
MIMAT0026618,hsa-miR-585-5p,5,168690653,168690674,-
MIMAT0018927,hsa-miR-378e,5,169455549,169455567,+
MIMAT0018186,hsa-miR-3912-3p,5,170813682,170813702,-
MIMAT0027036,hsa-miR-3912-5p,5,170813716,170813736,-
MIMAT0021025,hsa-miR-5003-5p,5,172089190,172089212,+
MIMAT0021026,hsa-miR-5003-3p,5,172089225,172089245,+
MIMAT0041992,hsa-miR-10523-5p,5,172342086,172342109,+
MIMAT0049012,hsa-miR-12118,5,172730737,172730756,+
MIMAT0030983,hsa-miR-8056,5,172774510,172774529,+
MIMAT0019691,hsa-miR-4634,5,174178746,174178764,+
MIMAT0005796,hsa-miR-1271-5p,5,175794963,175794984,+
MIMAT0022712,hsa-miR-1271-3p,5,175794999,175795020,+
MIMAT0016907,hsa-miR-4281,5,176056450,176056467,-
MIMAT0005584,hsa-miR-1229-3p,5,179225278,179225300,-
MIMAT0022942,hsa-miR-1229-5p,5,179225323,179225346,-
MIMAT0004692,hsa-miR-340-5p,5,179442361,179442382,-
MIMAT0000750,hsa-miR-340-3p,5,179442319,179442340,-
MIMAT0031016,hsa-miR-8089,5,180470413,180470436,-
MIMAT0019695,hsa-miR-4638-5p,5,180649612,180649632,-
MIMAT0019696,hsa-miR-4638-3p,5,180649577,180649599,-
MIMAT0025851,hsa-miR-6720-3p,6,1390559,1390580,-
MIMAT0027345,hsa-miR-6720-5p,6,1390594,1390616,-
MIMAT0019705,hsa-miR-4645-5p,6,2854313,2854331,-
MIMAT0019706,hsa-miR-4645-3p,6,2854274,2854295,-
MIMAT0018120,hsa-miR-3691-5p,6,5148520,5148542,-
MIMAT0019224,hsa-miR-3691-3p,6,5148480,5148501,-
MIMAT0030428,hsa-miR-7853-5p,6,6169613,6169633,-
MIMAT0022472,hsa-miR-5683,6,6169576,6169599,+
MIMAT0022481,hsa-miR-5689,6,10439958,10439979,+
MIMAT0019697,hsa-miR-4639-5p,6,16141787,16141808,+
MIMAT0019698,hsa-miR-4639-3p,6,16141834,16141853,+
MIMAT0003251,hsa-miR-548a-3p,6,18572075,18572096,+
MIMAT0015012,hsa-miR-3143,6,27115408,27115432,+
MIMAT0004949,hsa-miR-877-5p,6,30552109,30552128,+
MIMAT0004950,hsa-miR-877-3p,6,30552174,30552194,+
MIMAT0019699,hsa-miR-4640-5p,6,30858668,30858690,+
MIMAT0019700,hsa-miR-4640-3p,6,30858726,30858747,+
MIMAT0027682,hsa-miR-6891-5p,6,31323074,31323092,-
MIMAT0027683,hsa-miR-6891-3p,6,31323005,31323025,-
MIMAT0027564,hsa-miR-6832-5p,6,31601569,31601591,+
MIMAT0027565,hsa-miR-6832-3p,6,31601616,31601635,+
MIMAT0019707,hsa-miR-4646-5p,6,31668847,31668868,-
MIMAT0019708,hsa-miR-4646-3p,6,31668806,31668826,-
MIMAT0005591,hsa-miR-1236-3p,6,31924616,31924637,-
MIMAT0022945,hsa-miR-1236-5p,6,31924695,31924716,-
MIMAT0025852,hsa-miR-6721-5p,6,32137861,32137883,-
MIMAT0027566,hsa-miR-6833-5p,6,32147598,32147619,+
MIMAT0027567,hsa-miR-6833-3p,6,32147633,32147653,+
MIMAT0018985,hsa-miR-3135b,6,32717729,32717750,-
MIMAT0000276,hsa-miR-219a-5p,6,33175632,33175652,+
MIMAT0004567,hsa-miR-219a-1-3p,6,33175673,33175694,+
MIMAT0027646,hsa-miR-6873-5p,6,33255040,33255061,-
MIMAT0027647,hsa-miR-6873-3p,6,33255004,33255026,-
MIMAT0027568,hsa-miR-6834-5p,6,33258022,33258042,+
MIMAT0027569,hsa-miR-6834-3p,6,33258082,33258101,+
MIMAT0021027,hsa-miR-5004-5p,6,33406128,33406149,+
MIMAT0021028,hsa-miR-5004-3p,6,33406174,33406195,+
MIMAT0018349,hsa-miR-3934-5p,6,33665929,33665950,+
MIMAT0022975,hsa-miR-3934-3p,6,33665968,33665989,+
MIMAT0028228,hsa-miR-7159-5p,6,33866912,33866932,+
MIMAT0028229,hsa-miR-7159-3p,6,33866959,33866977,+
MIMAT0005929,hsa-miR-1275,6,33967795,33967811,-
MIMAT0027570,hsa-miR-6835-5p,6,34208455,34208476,+
MIMAT0027571,hsa-miR-6835-3p,6,34208491,34208513,+
MIMAT0028119,hsa-miR-7111-5p,6,35438286,35438307,+
MIMAT0028120,hsa-miR-7111-3p,6,35438335,35438356,+
MIMAT0022482,hsa-miR-5690,6,35632537,35632557,-
MIMAT0018200,hsa-miR-3925-5p,6,36590257,36590278,-
MIMAT0019228,hsa-miR-3925-3p,6,36590223,36590243,-
MIMAT0018986,hsa-miR-4462,6,37523142,37523164,-
MIMAT0041993,hsa-miR-9983-3p,6,39042136,39042157,+
MIMAT0019701,hsa-miR-4641,6,41566502,41566525,+
MIMAT0041627,hsa-miR-10398-5p,6,41701328,41701348,-
MIMAT0041628,hsa-miR-10398-3p,6,41701292,41701312,-
MIMAT0027572,hsa-miR-6780b-5p,6,43402285,43402307,+
MIMAT0027573,hsa-miR-6780b-3p,6,43402338,43402358,+
MIMAT0019709,hsa-miR-4647,6,44221990,44222012,-
MIMAT0019702,hsa-miR-4642,6,44403387,44403408,+
MIMAT0003252,hsa-miR-586,6,45165471,45165492,-
MIMAT0000462,hsa-miR-206,6,52009199,52009220,+
MIMAT0000770,hsa-miR-133b,6,52013786,52013807,+
MIMAT0022475,hsa-miR-5685,6,53141800,53141821,+
MIMAT0015013,hsa-miR-548u,6,57254978,57255000,+
MIMAT0000244,hsa-miR-30c-5p,6,72086706,72086728,-
MIMAT0004550,hsa-miR-30c-2-3p,6,72086667,72086688,-
MIMAT0000087,hsa-miR-30a-5p,6,72113298,72113319,-
MIMAT0000088,hsa-miR-30a-3p,6,72113257,72113278,-
MIMAT0016912,hsa-miR-4282,6,73677420,73677437,-
MIMAT0018987,hsa-miR-4463,6,76138162,76138178,+
MIMAT0041994,hsa-miR-10524-5p,6,79249009,79249025,-
MIMAT0018988,hsa-miR-4464,6,91022472,91022492,+
MIMAT0019703,hsa-miR-4643,6,92231427,92231448,+
MIMAT0009206,hsa-miR-2113,6,98472462,98472482,+
MIMAT0018989,hsa-miR-548ai,6,99572500,99572521,+
MIMAT0003253,hsa-miR-587,6,107232015,107232035,+
MIMAT0004798,hsa-miR-548b-5p,6,119390263,119390284,-
MIMAT0003254,hsa-miR-548b-3p,6,119390227,119390248,-
MIMAT0015014,hsa-miR-3144-5p,6,120336337,120336358,+
MIMAT0015015,hsa-miR-3144-3p,6,120336372,120336393,+
MIMAT0003255,hsa-miR-588,6,126805792,126805812,+
MIMAT0005928,hsa-miR-548h-5p,6,132113314,132113335,+
MIMAT0018990,hsa-miR-548aj-3p,6,132436339,132436359,-
MIMAT0018083,hsa-miR-3662,6,135300493,135300516,-
MIMAT0003251,hsa-miR-548a-3p,6,135560358,135560379,+
MIMAT0015016,hsa-miR-3145-3p,6,138756360,138756383,-
MIMAT0019205,hsa-miR-3145-5p,6,138756399,138756420,-
MIMAT0018091,hsa-miR-3668,6,140526397,140526417,+
MIMAT0018992,hsa-miR-4465,6,141004992,141005013,+
MIMAT0049025,hsa-miR-12131,6,151423875,151423894,+
MIMAT0015017,hsa-miR-1273c,6,155174503,155174524,+
MIMAT0005865,hsa-miR-1202,6,156267943,156267963,+
MIMAT0018993,hsa-miR-4466,6,157100844,157100861,-
MIMAT0018121,hsa-miR-3692-5p,6,157950169,157950192,+
MIMAT0018122,hsa-miR-3692-3p,6,157950207,157950230,+
MIMAT0028232,hsa-miR-7161-5p,6,159030739,159030761,+
MIMAT0028233,hsa-miR-7161-3p,6,159030795,159030822,+
MIMAT0018192,hsa-miR-3918,6,159185747,159185767,-
MIMAT0007888,hsa-miR-1913,6,166922852,166922873,-
MIMAT0018355,hsa-miR-3939,6,167411318,167411339,-
MIMAT0019704,hsa-miR-4644,6,170639901,170639923,+
MIMAT0000764,hsa-miR-339-5p,7,1062626,1062648,-
MIMAT0004702,hsa-miR-339-3p,7,1062591,1062613,-
MIMAT0019721,hsa-miR-4655-5p,7,1883859,1883880,-
MIMAT0019722,hsa-miR-4655-3p,7,1883825,1883845,-
MIMAT0027574,hsa-miR-6836-5p,7,2297186,2297207,-
MIMAT0027575,hsa-miR-6836-3p,7,2297150,2297170,-
MIMAT0019710,hsa-miR-4648,7,2566708,2566727,+
MIMAT0019723,hsa-miR-4656,7,4828239,4828261,-
MIMAT0004799,hsa-miR-589-5p,7,5535504,5535525,-
MIMAT0003256,hsa-miR-589-3p,7,5535465,5535488,-
MIMAT0027648,hsa-miR-6874-5p,7,5751514,5751536,-
MIMAT0027649,hsa-miR-6874-3p,7,5751471,5751493,-
MIMAT0018111,hsa-miR-3683,7,7106641,7106662,-
MIMAT0005890,hsa-miR-1302,7,18166857,18166877,-
MIMAT0015018,hsa-miR-3146,7,19744989,19745010,-
MIMAT0005828,hsa-miR-1183,7,21510723,21510749,+
MIMAT0004549,hsa-miR-148a-5p,7,25989580,25989601,-
MIMAT0000243,hsa-miR-148a-3p,7,25989542,25989563,-
MIMAT0001080,hsa-miR-196b-5p,7,27209147,27209168,-
MIMAT0009201,hsa-miR-196b-3p,7,27209112,27209133,-
MIMAT0003257,hsa-miR-550a-3p,7,29720364,29720385,-
MIMAT0020925,hsa-miR-550a-3-5p,7,29720405,29720424,-
MIMAT0004800,hsa-miR-550a-5p,7,30329431,30329453,+
MIMAT0003257,hsa-miR-550a-3p,7,30329470,30329491,+
MIMAT0018445,hsa-miR-550b-3p,7,30329430,30329449,-
MIMAT0022737,hsa-miR-550b-2-5p,7,30329470,30329491,-
MIMAT0018445,hsa-miR-550b-3p,7,32772613,32772632,-
MIMAT0022737,hsa-miR-550b-2-5p,7,32772653,32772674,-
MIMAT0004800,hsa-miR-550a-5p,7,32772614,32772636,+
MIMAT0003257,hsa-miR-550a-3p,7,32772653,32772674,+
MIMAT0005916,hsa-miR-548n,7,34980416,34980437,-
MIMAT0005863,hsa-miR-1200,7,36959008,36959029,-
MIMAT0018359,hsa-miR-3943,7,43190516,43190538,+
MIMAT0027576,hsa-miR-6837-5p,7,44091370,44091390,+
MIMAT0027577,hsa-miR-6837-3p,7,44091406,44091428,+
MIMAT0027578,hsa-miR-6838-5p,7,44113006,44113027,-
MIMAT0027579,hsa-miR-6838-3p,7,44112977,44112996,-
MIMAT0019711,hsa-miR-4649-5p,7,44150450,44150473,+
MIMAT0019712,hsa-miR-4649-3p,7,44150490,44150510,+
MIMAT0019724,hsa-miR-4657,7,44921377,44921399,-
MIMAT0016914,hsa-miR-4283,7,57023545,57023561,-
MIMAT0015019,hsa-miR-3147,7,57472736,57472759,+
MIMAT0016914,hsa-miR-4283,7,63081478,63081494,+
MIMAT0027580,hsa-miR-6839-5p,7,64139447,64139468,+
MIMAT0027581,hsa-miR-6839-3p,7,64139533,64139554,+
MIMAT0019713,hsa-miR-4650-5p,7,66579352,66579370,-
MIMAT0019714,hsa-miR-4650-3p,7,66579319,66579339,-
MIMAT0018188,hsa-miR-3914,7,70772673,70772694,-
MIMAT0018188,hsa-miR-3914,7,70772720,70772741,+
MIMAT0019713,hsa-miR-4650-5p,7,72162888,72162906,+
MIMAT0019714,hsa-miR-4650-3p,7,72162919,72162939,+
MIMAT0016915,hsa-miR-4284,7,73125657,73125674,+
MIMAT0003258,hsa-miR-590-5p,7,73605543,73605564,+
MIMAT0004801,hsa-miR-590-3p,7,73605583,73605603,+
MIMAT0041995,hsa-miR-10525-3p,7,74010333,74010353,+
MIMAT0019715,hsa-miR-4651,7,75544524,75544543,+
MIMAT0005876,hsa-miR-1285-3p,7,91833341,91833362,-
MIMAT0022719,hsa-miR-1285-5p,7,91833381,91833401,-
MIMAT0003328,hsa-miR-653-5p,7,93112135,93112155,-
MIMAT0026625,hsa-miR-653-3p,7,93112096,93112117,-
MIMAT0002805,hsa-miR-489-3p,7,93113259,93113280,-
MIMAT0026605,hsa-miR-489-5p,7,93113297,93113318,-
MIMAT0019716,hsa-miR-4652-5p,7,93346249,93346270,+
MIMAT0019717,hsa-miR-4652-3p,7,93346289,93346310,+
MIMAT0003259,hsa-miR-591,7,95849034,95849053,-
MIMAT0022484,hsa-miR-5692a,7,97592977,97592998,+
MIMAT0022476,hsa-miR-5692c,7,97593720,97593741,-
MIMAT0017986,hsa-miR-3609,7,98479323,98479346,+
MIMAT0049013,hsa-miR-12119,7,99006810,99006834,+
MIMAT0004498,hsa-miR-25-5p,7,99691233,99691253,-
MIMAT0000081,hsa-miR-25-3p,7,99691194,99691215,-
MIMAT0000093,hsa-miR-93-5p,7,99691438,99691460,-
MIMAT0004509,hsa-miR-93-3p,7,99691400,99691421,-
MIMAT0000680,hsa-miR-106b-5p,7,99691666,99691686,-
MIMAT0004672,hsa-miR-106b-3p,7,99691625,99691646,-
MIMAT0019725,hsa-miR-4658,7,99754234,99754256,-
MIMAT0027582,hsa-miR-6840-5p,7,99954279,99954302,+
MIMAT0027583,hsa-miR-6840-3p,7,99954319,99954340,+
MIMAT0027650,hsa-miR-6875-5p,7,100465663,100465683,+
MIMAT0027651,hsa-miR-6875-3p,7,100465702,100465723,+
MIMAT0019718,hsa-miR-4653-5p,7,100802763,100802784,+
MIMAT0019719,hsa-miR-4653-3p,7,100802805,100802827,+
MIMAT0016913,hsa-miR-4285,7,101936379,101936396,+
MIMAT0005919,hsa-miR-548o-3p,7,102046195,102046216,-
MIMAT0021082,hsa-miR-5090,7,102106199,102106221,+
MIMAT0018994,hsa-miR-4467,7,102111919,102111940,+
MIMAT0018088,hsa-miR-3666,7,114293428,114293448,+
MIMAT0024616,hsa-miR-6132,7,116660285,116660303,+
MIMAT0003260,hsa-miR-592,7,126698202,126698223,-
MIMAT0003261,hsa-miR-593-5p,7,127721928,127721952,+
MIMAT0004802,hsa-miR-593-3p,7,127721991,127722009,+
MIMAT0000242,hsa-miR-129-5p,7,127847929,127847949,+
MIMAT0004548,hsa-miR-129-1-3p,7,127847973,127847994,+
MIMAT0000259,hsa-miR-182-5p,7,129410287,129410310,-
MIMAT0000260,hsa-miR-182-3p,7,129410246,129410266,-
MIMAT0000095,hsa-miR-96-5p,7,129414579,129414601,-
MIMAT0004510,hsa-miR-96-3p,7,129414537,129414558,-
MIMAT0000261,hsa-miR-183-5p,7,129414807,129414828,-
MIMAT0004560,hsa-miR-183-3p,7,129414768,129414789,-
MIMAT0000765,hsa-miR-335-5p,7,130135967,130135989,+
MIMAT0004703,hsa-miR-335-3p,7,130136003,130136024,+
MIMAT0004503,hsa-miR-29a-5p,7,130561545,130561566,-
MIMAT0000086,hsa-miR-29a-3p,7,130561507,130561528,-
MIMAT0004514,hsa-miR-29b-1-5p,7,130562266,130562289,-
MIMAT0000100,hsa-miR-29b-3p,7,130562226,130562248,-
MIMAT0018074,hsa-miR-3654,7,132719620,132719638,-
MIMAT0024617,hsa-miR-6133,7,132975705,132975723,+
MIMAT0025474,hsa-miR-6509-5p,7,134891796,134891816,-
MIMAT0025475,hsa-miR-6509-3p,7,134891758,134891779,-
MIMAT0004764,hsa-miR-490-5p,7,136587952,136587971,+
MIMAT0002806,hsa-miR-490-3p,7,136587989,136588010,+
MIMAT0018995,hsa-miR-4468,7,137808549,137808566,+
MIMAT0041629,hsa-miR-10399-5p,7,138728883,138728903,-
MIMAT0041630,hsa-miR-10399-3p,7,138728846,138728866,-
MIMAT0044657,hsa-miR-11400,7,142157388,142157408,-
MIMAT0027684,hsa-miR-6892-5p,7,143079779,143079799,+
MIMAT0027685,hsa-miR-6892-3p,7,143079873,143079893,+
MIMAT0005895,hsa-miR-548f-3p,7,147075133,147075151,-
MIMAT0003880,hsa-miR-671-5p,7,150935535,150935557,+
MIMAT0004819,hsa-miR-671-3p,7,150935574,150935594,+
MIMAT0018179,hsa-miR-3907,7,151130612,151130633,-
MIMAT0000439,hsa-miR-153-3p,7,157367041,157367062,-
MIMAT0026480,hsa-miR-153-5p,7,157367079,157367100,-
MIMAT0003263,hsa-miR-595,7,158325425,158325445,-
MIMAT0022501,hsa-miR-5707,7,158384317,158384338,+
MIMAT0018097,hsa-miR-3674,8,1749299,1749320,+
MIMAT0003264,hsa-miR-596,8,1765412,1765432,+
MIMAT0028230,hsa-miR-7160-5p,8,2024669,2024689,+
MIMAT0028231,hsa-miR-7160-3p,8,2024700,2024720,+
MIMAT0030982,hsa-miR-8055,8,6479655,6479677,-
MIMAT0019726,hsa-miR-4659a-5p,8,6602698,6602719,+
MIMAT0019727,hsa-miR-4659a-3p,8,6602733,6602754,+
MIMAT0019733,hsa-miR-4659b-5p,8,6602734,6602752,-
MIMAT0019734,hsa-miR-4659b-3p,8,6602696,6602717,-
MIMAT0005935,hsa-miR-548i,8,7946552,7946573,-
MIMAT0019728,hsa-miR-4660,8,8905963,8905985,+
MIMAT0003265,hsa-miR-597-5p,8,9599197,9599218,+
MIMAT0026619,hsa-miR-597-3p,8,9599239,9599261,+
MIMAT0004591,hsa-miR-124-5p,8,9760948,9760969,-
MIMAT0000422,hsa-miR-124-3p,8,9760909,9760930,-
MIMAT0016916,hsa-miR-4286,8,10524498,10524514,+
MIMAT0005953,hsa-miR-1322,8,10682885,10682903,-
MIMAT0003266,hsa-miR-598-3p,8,10892731,10892752,-
MIMAT0026620,hsa-miR-598-5p,8,10892767,10892789,-
MIMAT0022484,hsa-miR-5692a,8,12576643,12576664,+
MIMAT0018201,hsa-miR-3926,8,12584783,12584803,-
MIMAT0018201,hsa-miR-3926,8,12584751,12584771,+
MIMAT0000738,hsa-miR-383-5p,8,14710992,14711013,-
MIMAT0026485,hsa-miR-383-3p,8,14710952,14710970,-
MIMAT0015020,hsa-miR-548v,8,17539097,17539118,-
MIMAT0000510,hsa-miR-320a-3p,8,22102488,22102509,-
MIMAT0037311,hsa-miR-320a-5p,8,22102520,22102541,-
MIMAT0027584,hsa-miR-6841-5p,8,24811355,24811376,-
MIMAT0027585,hsa-miR-6841-3p,8,24811310,24811330,-
MIMAT0027652,hsa-miR-6876-5p,8,25202923,25202944,+
MIMAT0027653,hsa-miR-6876-3p,8,25202967,25202990,+
MIMAT0005928,hsa-miR-548h-5p,8,26906443,26906464,-
MIMAT0022723,hsa-miR-548h-3p,8,26906388,26906410,-
MIMAT0027586,hsa-miR-6842-5p,8,27290892,27290913,+
MIMAT0027587,hsa-miR-6842-3p,8,27290930,27290951,+
MIMAT0027588,hsa-miR-6843-3p,8,27468118,27468138,-
MIMAT0018005,hsa-miR-3622b-5p,8,27559243,27559262,-
MIMAT0018006,hsa-miR-3622b-3p,8,27559207,27559227,-
MIMAT0018003,hsa-miR-3622a-5p,8,27559207,27559228,+
MIMAT0018004,hsa-miR-3622a-3p,8,27559243,27559264,+
MIMAT0016917,hsa-miR-4287,8,27743605,27743623,-
MIMAT0016918,hsa-miR-4288,8,28362643,28362659,-
MIMAT0015021,hsa-miR-3148,8,29814834,29814855,-
MIMAT0021029,hsa-miR-548ao-5p,8,41128621,41128642,-
MIMAT0021030,hsa-miR-548ao-3p,8,41128584,41128605,-
MIMAT0002177,hsa-miR-486-5p,8,41518002,41518023,-
MIMAT0004762,hsa-miR-486-3p,8,41517961,41517981,-
MIMAT0002177,hsa-miR-486-5p,8,41517962,41517983,+
MIMAT0004762,hsa-miR-486-3p,8,41518004,41518024,+
MIMAT0018996,hsa-miR-4469,8,42751346,42751367,-
MIMAT0018997,hsa-miR-4470,8,62627391,62627411,+
MIMAT0004591,hsa-miR-124-5p,8,65291730,65291751,+
MIMAT0000422,hsa-miR-124-3p,8,65291767,65291788,+
MIMAT0022469,hsa-miR-5681a,8,75460822,75460843,+
MIMAT0022480,hsa-miR-5681b,8,75460819,75460840,-
MIMAT0009977,hsa-miR-2052,8,75617929,75617948,+
MIMAT0015022,hsa-miR-3149,8,77879014,77879036,-
MIMAT0049017,hsa-miR-12123,8,80244438,80244459,+
MIMAT0022502,hsa-miR-5708,8,81153633,81153652,+
MIMAT0019729,hsa-miR-4661-5p,8,92217722,92217743,+
MIMAT0019730,hsa-miR-4661-3p,8,92217759,92217780,+
MIMAT0031011,hsa-miR-8084,8,94041989,94042011,+
MIMAT0018926,hsa-miR-378d,8,94928307,94928326,-
MIMAT0018194,hsa-miR-3150b-3p,8,96085152,96085172,-
MIMAT0019226,hsa-miR-3150b-5p,8,96085189,96085210,-
MIMAT0015023,hsa-miR-3150a-3p,8,96085190,96085211,+
MIMAT0019206,hsa-miR-3150a-5p,8,96085153,96085174,+
MIMAT0039323,hsa-miR-9903,8,99405895,99405916,-
MIMAT0003267,hsa-miR-599,8,100548879,100548898,-
MIMAT0004922,hsa-miR-875-5p,8,100549058,100549079,-
MIMAT0004923,hsa-miR-875-3p,8,100549025,100549045,-
MIMAT0018998,hsa-miR-4471,8,101395039,101395060,+
MIMAT0030020,hsa-miR-7705,8,101715230,101715252,-
MIMAT0022468,hsa-miR-5680,8,103137711,103137732,+
MIMAT0015024,hsa-miR-3151-5p,8,104166851,104166871,+
MIMAT0027026,hsa-miR-3151-3p,8,104166890,104166909,+
MIMAT0003251,hsa-miR-548a-3p,8,105496612,105496633,-
MIMAT0004803,hsa-miR-548a-5p,8,105496648,105496669,-
MIMAT0009978,hsa-miR-2053,8,113655782,113655804,+
MIMAT0017987,hsa-miR-3610,8,117886979,117886998,-
MIMAT0025456,hsa-miR-548az-5p,8,120337430,120337451,+
MIMAT0025457,hsa-miR-548az-3p,8,120337468,120337488,+
MIMAT0019735,hsa-miR-4663,8,124228071,124228094,-
MIMAT0018447,hsa-miR-548aa,8,124360328,124360352,+
MIMAT0004812,hsa-miR-548d-5p,8,124360325,124360346,-
MIMAT0003323,hsa-miR-548d-3p,8,124360289,124360310,-
MIMAT0027589,hsa-miR-6844,8,125520756,125520776,-
MIMAT0019736,hsa-miR-4662b,8,125834230,125834251,-
MIMAT0019731,hsa-miR-4662a-5p,8,125834232,125834253,+
MIMAT0019732,hsa-miR-4662a-3p,8,125834269,125834290,+
MIMAT0005868,hsa-miR-1204,8,128808211,128808231,+
MIMAT0005869,hsa-miR-1205,8,128972886,128972905,+
MIMAT0005870,hsa-miR-1206,8,129021147,129021167,+
MIMAT0005871,hsa-miR-1207-5p,8,129061405,129061425,+
MIMAT0005872,hsa-miR-1207-3p,8,129061449,129061466,+
MIMAT0005873,hsa-miR-1208,8,129162373,129162392,+
MIMAT0018114,hsa-miR-3686,8,130496313,130496334,-
MIMAT0021125,hsa-miR-5194,8,131020606,131020627,-
MIMAT0030423,hsa-miR-7848-3p,8,134058739,134058761,-
MIMAT0000420,hsa-miR-30b-5p,8,135812813,135812834,-
MIMAT0004589,hsa-miR-30b-3p,8,135812775,135812796,-
MIMAT0000245,hsa-miR-30d-5p,8,135817162,135817183,-
MIMAT0004551,hsa-miR-30d-3p,8,135817122,135817143,-
MIMAT0004697,hsa-miR-151a-5p,8,141742722,141742742,-
MIMAT0000757,hsa-miR-151a-3p,8,141742686,141742706,-
MIMAT0005890,hsa-miR-1302,8,142867616,142867636,-
MIMAT0018999,hsa-miR-4472,8,143257757,143257774,+
MIMAT0019737,hsa-miR-4664-5p,8,144815293,144815314,-
MIMAT0019738,hsa-miR-4664-3p,8,144815259,144815280,-
MIMAT0004980,hsa-miR-937-3p,8,144895141,144895162,-
MIMAT0022938,hsa-miR-937-5p,8,144895180,144895199,-
MIMAT0027590,hsa-miR-6845-5p,8,144919965,144919983,-
MIMAT0027591,hsa-miR-6845-3p,8,144919928,144919948,-
MIMAT0003324,hsa-miR-661,8,145019374,145019397,-
MIMAT0027592,hsa-miR-6846-5p,8,145112257,145112278,-
MIMAT0027593,hsa-miR-6846-3p,8,145112224,145112244,-
MIMAT0027594,hsa-miR-6847-5p,8,145134782,145134804,+
